location,image_description,text,translated_text,id
Bottom middle,Logo with text 'MUSCLEBALI' and tagline 'SHO NAHI DEADLIFT KARO',"MUSCLEBALI
SHO NAHI DEADLIFT KARO","MUSCLEBALI
DON'T SWEAT, DEADLIFT",Hindi_image_602.jpg
Top banner,Screenshot of the Facebook app page on a mobile app store.,"Facebook
Contains ads In-app purchases
Uninstall
Open
Official Nadeem Sheikh
29/12/2020
Kya faltu app h ladkiyan reply nhi karti
Edit your review","Facebook
Contains ads In-app purchases
Uninstall
Open
Official Nadeem Sheikh
29/12/2020
What a useless app, girls don't reply
Edit your review",Hindi_image_2166.jpg
Top text,The word ZUCKERBERG written in large black letters.,ZUCKERBERG:,ZUCKERBERG:,Hindi_image_2166.jpg
Bottom left image,"A meme featuring two men, with the man in the foreground looking shocked and pointing outwards.","Lio Lio Lio
Suna kya?","Listen listen listen
Did you hear?",Hindi_image_2166.jpg
Bottom right image,A meme featuring a man looking confused and holding his hands up.,"Ye bhi meri
galti hai?",Is this also my mistake?,Hindi_image_2166.jpg
Top,A woman looking away from the camera,Ladki aise patao,Impress girls like this,Hindi_image_158.jpg
Right top,A laughing emoji with tears,,,Hindi_image_158.jpg
Bottom,A woman looking directly at the camera,Jo Room ka Jugad Khud kare,Who manages room arrangements themselves,Hindi_image_158.jpg
Top part,"Three judges on a stage with the ""Indian Idol"" logo. The judges appear to be talking to someone off-screen. The text on the screen is ",Aap Mumbai Nahi Aa Sakte. Sorry!,You cannot come to Mumbai. Sorry!,Hindi_image_1490.jpg
Bottom part,"A Sikh man with a turban and beard smiling, with the ""Indian Idol"" logo in the background. The text on the screen is","To Ki Hoyya?
Canada To Ja Sakda Hu Nah BC!","So what happened?
I can go to Canada, can't I BC!",Hindi_image_1490.jpg
center,"Sylvester the cat from Looney Tunes is depicted with a dazed expression, holding a cigarette and a bottle. The background shows a dimly lit room with a table covered in items. The cat appears to be under the influence of something.",Damn shawty,Damn shawty,Hindi_image_1484.jpg
bottom left,Close-up of the text 'छोटी advance' which is in Hindi and English.,छोटी advance,small advance,Hindi_image_1484.jpg
bottom center,Close-up of the text 'pi pike' which is in English.,pi pike,pi pike,Hindi_image_1484.jpg
bottom,Close-up of the text 'Fefde Chud Gaye' which is in Hindi.,Fefde Chud Gaye,Lungs got fucked,Hindi_image_1484.jpg
Top,Profile picture of a man,"Abhishek
@abhishtic","Abhishek
@abhishtic",Hindi_image_819.jpg
Top Text,,2009 : Chalo Aarti Karte Hain.,2009 : Let's do Aarti.,Hindi_image_819.jpg
Middle Text,,"2019 : Chalo Aarti, Karte Hain.",2019 : Let's do Aarti.,Hindi_image_819.jpg
Second Profile,Profile picture of two men,"Arijit Bhowmick
2009 : aaj main Aarti karke aya
2019 : Aarti, aaj main karke aya","Arijit Bhowmick
2009 : I came after doing Aarti today
2019 : Aarti, I came today",Hindi_image_819.jpg
Third Profile,Profile picture of a man,Mohammad Saif,Mohammad Saif,Hindi_image_819.jpg
Top text,Text on top of the meme saying 'never Amit Bhadana sees',never Amit Bhadana sees,never Amit Bhadana sees,Hindi_image_831.jpg
Main image,"Close-up of Amit Bhadana, a popular Indian YouTuber, with a wide, excited smile, his face is photoshopped onto a person in a crowd.",aaj toh mera waala khaana,today is my food,Hindi_image_831.jpg
top left,Man looking away dismissively,Chutiya hai tu,You are an idiot,Hindi_image_2358.jpg
bottom left,"Man looking confident, pointing forward",Aditya Shekhawat hai tu,You are Aditya Shekhawat,Hindi_image_2358.jpg
top left,"A woman in a police uniform with sunglasses, accompanied by two men in police uniforms.",Tumne Sam Ko Kyu Maara,Why did you hit Sam?,Hindi_image_1889.jpg
top right,"A man wearing sunglasses and a mustache, looking to the side.",Maine Usko Vimal Lane Bheja Tha,I had sent him to get Vimal,Hindi_image_1889.jpg
bottom left,"The same woman in the police uniform from the top left image, looking forward with sunglasses, and a man in a police uniform in the background.",To ?,So?,Hindi_image_1889.jpg
bottom right,"The same man from the top right image, wearing sunglasses and a mustache.",Wo Rajnigandha Le Aaya,He brought Rajnigandha,Hindi_image_1889.jpg
Top,Text on top of the image.,Aa tuje LINK du,Shall I give you the LINK,Hindi_image_1651.jpg
Center,A man sitting relaxed on a couch.,,,Hindi_image_1651.jpg
Top,"Text at the top of the image says ""Prostitutes Suffering from AIDS be like.""",Prostitutes Suffering from AIDS be like.,Prostitutes Suffering from AIDS be like.,Hindi_image_1123.jpg
Bottom,"A woman is walking in the dark, with a man's silhouette in the background. The text at the bottom says ""Mujhe chhod kar jo tum jaoge Bada pachtaoage ! Bada pachtaoage.""",Mujhe chhod kar jo tum jaoge Bada pachtaoage ! Bada pachtaoage.,"If you leave me, you will regret it a lot! You will regret it a lot.",Hindi_image_1123.jpg
Top,Text at the top of the image.,"Babita ji : Kal ludo khelte hain jethaji !
 Jetha : Ok babitaji !","Babita ji: Let's play Ludo tomorrow, Jethaji!
Jetha: Ok, Babitaji!",Hindi_image_1645.jpg
Bottom left,A bed with a Ludo board pattern on the bedsheet and pillows.,Jethas bed,Jetha's bed,Hindi_image_1645.jpg
Bottom right,"A man with a mustache and a smirk, looking to the side.",,,Hindi_image_1645.jpg
Bottom,"A woman with a slight smile, looking towards the viewer.",,,Hindi_image_1645.jpg
top,"A man wearing a blue turban and glasses, looking distressed and touching his forehead.",O teri!!,Oh my god!!,Hindi_image_2364.jpg
top middle,Website URL text on a purple background.,latestwhatsappstatus.blogspot.com,latestwhatsappstatus.blogspot.com,Hindi_image_2364.jpg
bottom,"A man wearing a blue turban and glasses, looking distressed and touching his forehead, with text overlayed.",ye to mujhse bhi bada chutiya nikla...,He turned out to be a bigger idiot than me...,Hindi_image_2364.jpg
Top,"Text on a black background, stating ""Girl's Best Friend to her Boyfriend""",Girl's Best Friend to her Boyfriend,Girl's Best Friend to her Boyfriend,Hindi_image_428.jpg
Bottom,"A man with dark hair looking towards the viewer, with other people blurred in the background walking in a hallway.","Din tera tha, Raat meri hogi","The day was yours, the night will be mine",Hindi_image_428.jpg
top,"Narendra Modi speaking with his right index finger raised, with microphones in front of him.",Purane Aashique Wafa Dhundte Thee.,Old lovers used to search for loyalty.,Hindi_image_1679.jpg
bottom,"Narendra Modi speaking with his right hand showing a small pinch between his thumb and index finger, with microphones in front of him.",Aaj Ke Aashique Jagah Dhundte Hain,Today's lovers search for places.,Hindi_image_1679.jpg
Top,Text in Devanagari script on a black background.,वो कहते है ना,They say that,Hindi_image_1692.jpg
Middle,English text on a black background.,College walo ki maaka b0$da,College students mother's f***,Hindi_image_1692.jpg
Bottom,"Text in Devanagari script on a black background, with a blurred background.",सही कहते है,They say right,Hindi_image_1692.jpg
left image,"A man wearing glasses and a brown shawl is shown with his head down, appearing to be wiping his nose. A small cartoon girl in a purple dress stands to his left.","AaaaAHhh,","AaaaAHhh,",Hindi_image_1686.jpg
right image,"The right side of the meme features a man, likely Rahul Gandhi, superimposed on a similar outfit. He is winking and smiling broadly, with his hands clasped in front of him.",kadak hai,It is strong/amazing,Hindi_image_1686.jpg
top,photo of Govinda in a red shawl,CHUTIYAPA,CHUTIYAPA,Hindi_image_399.jpg
middle,news report about Govinda shooting himself in the leg,"18 News18 Actor Govinda Shoots Himself Accidentally In Leg With Own Revolver, Rushed To Hospital... 23 minutes ago","18 News18 Actor Govinda Shoots Himself Accidentally In Leg With Own Revolver, Rushed To Hospital... 23 minutes ago",Hindi_image_399.jpg
bottom,"Govinda and a woman in a movie scene, with text overlay.",Ankhiyo se Goli Maari jaati hai par kabhi kabhi Khud k Revolver se bhi Lag jaati hai,"Bullets are fired from the eyes, but sometimes they also hit from one's own revolver",Hindi_image_399.jpg
Top,Profile picture of Jibran Ali and text that says 'We Troll Pakistan',Jibran Ali We Troll Pakistan,Jibran Ali We Troll Pakistan,Hindi_image_1860.jpg
Top text,"Text in a meme that says 'India walo Babita ji dedo, Kashmir le lo.'","India walo Babita ji dedo, Kashmir le lo.","Indians, give Babita ji, take Kashmir.",Hindi_image_1860.jpg
Left image,"A full body shot of a woman wearing a dark blue dress and red heels, posing with her hand on her hip.",,,Hindi_image_1860.jpg
Right image,"A close-up shot of a woman's face, with bold purple lipstick and dramatic eye makeup.",,,Hindi_image_1860.jpg
Bottom text,"A comment on a social media post, with a profile picture of a man and a speech bubble containing text.","Krishnan Subramaniam Iyer
teri aur Pakistan ki maa chod
dunga bhenchod","Krishnan Subramaniam Iyer
I will fuck your and Pakistan's mother
son of a bitch",Hindi_image_1860.jpg
top image,A man with a serious expression is looking directly at the camera.,bhai csk finale jeetgayi...,"Brother, CSK won the finale...",Hindi_image_1848.jpg
middle image,A man with a concerned expression is looking away from the camera.,Are saara match fix .....,Is the entire match fixed.....,Hindi_image_1848.jpg
bottom image,"A man is smiling as he looks away from the camera, with other men in the background.",aree ae koi ise burnol do...,"Oh, someone give him Burnol...",Hindi_image_1848.jpg
Top left corner,Logo of Excel Entertainment and Tiger Baby,"EXCEL ENTERTAINMENT AND TIGER BABY PRESENT
AN EXCEL ENTERTAINMENT PRODUCTION","EXCEL ENTERTAINMENT AND TIGER BABY PRESENT
AN EXCEL ENTERTAINMENT PRODUCTION",Hindi_image_1684.jpg
Top text,"Handwritten text on a paper, possibly lyrics or a script","Tipe
MERI
PURE
MEIN
PRAY
MERI
MAN
POLICE","Type
MY
PURE
IN
PRAY
MY
MAN
POLICE",Hindi_image_1684.jpg
Middle text,"Handwritten text on a paper, possibly lyrics or a script","SMOOT BALON
GULLY
SHERAR UL BAL
AARTI
GULLY
BAL
AARTI","SMOOTH BALL
GULLY
SHERAR UL BAL
AARTI
GULLY
BALL
AARTI",Hindi_image_1684.jpg
Watermark,Watermark text,@rajbardhan,@rajbardhan,Hindi_image_1684.jpg
Bottom text,Movie title in large white letters,WELL PLAYED BOYS,WELL PLAYED BOYS,Hindi_image_1684.jpg
Center bottom text,Text in a script font,Champion trophy hai apna,Champion trophy is ours,Hindi_image_1684.jpg
Bottom text block,Details about the movie production and release date,"DIRECTED BY ZOYA AKHTAR
PRODUCED BY RITESH SIDHWANI, ZOYA AKHTAR & FARHAN AKHTAR
14TH FEB 2019
AA FILMS NATIONWIDE RELEASE","DIRECTED BY ZOYA AKHTAR
PRODUCED BY RITESH SIDHWANI, ZOYA AKHTAR & FARHAN AKHTAR
14TH FEB 2019
AA FILMS NATIONWIDE RELEASE",Hindi_image_1684.jpg
Bottom left logo,Logo of Zee Music Company,ZEE MUSIC CO.,ZEE MUSIC CO.,Hindi_image_1684.jpg
Center,A black sweatshirt with text and emojis on it.,"Aadami Ch*tiya
Hai
Kuch Bhi Chahata
Hai","Man is an idiot
He
Wants anything",Hindi_image_2366.jpg
Full image,The image shows a close-up of a young boy with a confused and slightly distressed expression. He is wearing a striped shirt. The text is overlaid on the image.,"Haar 5 mint baad
phone toh aise check
karta hoon jaise koi
taras raha hai mujhse
baat karne ke liye
@lamethoughts_","After every 5 minutes,
I check my phone as if someone
is dying to talk to me
@lamethoughts_",Hindi_image_358.jpg
Top,Text in Gurmukhi script with emojis. The text reads 'ईशा मसीह दा खालसा' followed by a surprised face emoji.,ईशा मसीह दा खालसा 😱,Follower of Jesus Christ 😱,Hindi_image_364.jpg
Middle,Text in Gurmukhi script with a laughing emoji. The text reads 'सेंटी क्लोज दी फतेह' followed by a laughing face emoji.,सेंटी क्लोज दी फतेह 😂,Victory of Santa Claus 😂,Hindi_image_364.jpg
